year,month,day,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
1988,6,15,0.006,0.058,0.364,-0.022,0.626,0.252,0.514,1.09,1.1,0.343,-0.317,-0.296,-0.207,-0.209,0.241,-0.071,-0.214
1988,6,16,-0.267,-0.07,0.094,-0.352,0.085,-0.126,-0.055,0.814,1.155,0.653,-0.211,0.136,-0.119,-0.009,0.349,0.102,0.066
1988,6,17,-0.106,-0.131,0.174,-0.012,0.215,0.508,0.545,1.587,2.278,1.406,0.515,1.189,0.498,0.384,0.369,0.238,0.13
1988,6,18,0.198,0.312,0.706,0.528,0.887,1.305,1.201,1.803,2.407,1.448,0.547,1.105,0.32,0.155,0.106,0.141,0.05
1988,6,19,0.256,0.373,0.586,0.26,0.926,1.684,1.582,2.25,2.378,0.944,0.217,0.517,0.194,-0.026,-0,0.192,-0.006
1988,6,20,-0.077,-0.277,-0.37,-0.568,-0.309,0.522,0.623,1.675,1.893,0.378,-0.104,0.265,0.115,0.052,0.138,0.299,0.087
1988,6,21,0.048,0.087,0.48,0.381,0.601,0.72,0.323,1.264,0.89,0.33,0.018,0.269,0.395,0.311,0.344,0.366,0.24
1988,6,22,0.33,0.436,0.822,0.627,0.881,0.965,0.547,1.284,1.419,0.738,0.066,0.259,0.32,0.377,0.268,0.347,0.213
1988,6,23,-0.009,-0.066,0.027,-0.275,-0.509,-0.343,-0.858,0.458,1.77,1.03,0.296,0.396,0.245,-0.046,-0.027,0.122,-0.018
1988,6,24,0.222,0.427,0.868,0.795,1.348,1.923,1.99,3.183,3.859,2.417,1.06,0.823,0.598,0.144,-0.002,0.013,-0.196
1988,6,25,0.059,0.159,0.433,0.251,0.652,0.725,0.404,1.654,1.601,0.505,0.11,0.387,0.336,0.123,0.091,0.202,0.273
1988,6,26,0.181,0.167,0.43,0.059,0.237,0.322,0.266,1.317,1.329,0.666,0.706,1.841,1.829,1.067,0.385,0.436,0.599
1988,6,27,-0.013,-0.006,0.135,-0.075,0.264,0.714,0.732,2.306,3.086,2.036,1.742,2.798,2.343,1.342,0.438,0.215,0.162
1988,6,28,0.132,0.269,0.517,0.297,0.75,1.189,1.092,3.066,5.171,4.052,3.304,4.151,3.118,1.435,0.325,0.211,0.135
1988,6,29,0.361,0.297,0.59,0.381,1.002,1.394,1.361,2.847,3.857,2.335,2.082,1.91,1.728,0.505,0.175,-0.059,-0.048
1988,6,30,0.208,0.237,0.471,0.026,0.385,0.623,0.569,2.576,3.221,1.52,1.774,0.634,0.773,0.113,0.08,-0.086,-0.159
1988,7,1,-0.082,-0.144,-0.048,-0.16,0.222,0.107,0.031,1.844,2.343,1.23,1.29,-0.026,0.274,-0.031,0.011,0.081,-0.072
1988,7,2,0.237,0.173,0.352,0.119,0.513,0.333,0.09,1.098,1.055,0.256,0.305,-0.376,-0.041,-0.149,0.053,0.024,-0.031
1988,7,3,0.109,0.24,0.585,0.447,1.321,1.307,1.408,1.867,1.622,0.239,0.164,-0.042,0.191,-0.093,0,0.019,0.208
1988,7,4,0.048,0.108,0.279,0.15,0.869,0.805,0.931,1.534,1.615,0.192,0.415,1.182,1.373,0.557,0.052,0.162,0.309
1988,7,5,0.031,0.167,0.366,0.155,0.852,0.453,0.509,1.207,1.475,0.832,1.153,2.263,2.274,1.049,0.278,0.233,0.408
1988,7,6,0.276,0.584,1.299,1.411,2.764,2.617,2.473,3.037,3.327,1.983,2.09,2.516,2.338,1.202,0.325,0.227,0.295
1988,7,7,0.928,0.967,1.552,1.188,2.358,2.07,2.035,2.371,2.146,0.943,1.083,0.834,0.99,0.505,0.088,0.119,0.17
1988,7,8,1.073,0.925,1.266,0.635,1.265,0.354,0.26,0.793,0.695,-0.119,0.327,0.583,1.184,0.581,0.19,0.358,0.224
1988,7,9,0.703,0.575,0.97,0.7,1.843,1.397,1.599,2.118,2.212,1.176,1.098,1.191,1.494,0.687,0.371,0.368,0.29
1988,7,10,0.159,0.208,0.343,0.171,0.883,0.375,0.741,1.671,2.646,1.429,0.737,0.478,0.655,0.298,0.214,0.224,0.09
1988,7,11,0.188,0.135,0.302,0.084,0.748,-0.098,0.282,0.778,1.713,0.77,0.38,0.389,0.481,-0.031,-0.04,-0.031,-0.122
1988,7,12,-0.29,-0.295,-0.41,-0.453,0.017,-0.347,0.104,0.208,0.537,0.123,0.484,1.255,1.302,0.323,0.135,0.072,0.114
1988,7,13,-0.199,-0.216,-0.25,-0.474,-0.093,-0.153,0.347,0.762,0.975,0.181,0.138,0.802,1.058,0.456,0.259,0.244,0.398
1988,7,14,-0.084,0.035,0.207,0.069,0.525,0.324,0.44,0.794,0.841,0.118,0.316,1.378,1.059,0.325,0.096,0.179,0.381
1988,7,15,0.182,0.165,0.392,0.05,0.212,0.275,0.18,0.609,1.02,0.204,0.719,1.737,1.813,0.864,0.313,0.093,0.307
1988,7,16,0.079,0.228,0.752,0.737,1.277,1.631,1.407,2.134,2.969,1.34,1.224,1.426,1.05,0.378,0.293,0.158,0.278
1988,7,17,0.149,0.414,1.241,1.434,2.471,2.929,2.042,2.109,2.264,0.894,0.79,0.173,0.027,-0.242,0.062,0.133,0.208
1988,7,18,0.652,0.808,1.342,1.001,1.881,1.655,0.916,1.038,0.322,-0.246,0.074,-0.156,-0.289,-0.166,0.144,0.186,0.236
1988,7,19,0.517,0.505,0.623,0.208,0.456,-0.035,-0.019,0.626,0.302,-0.009,0.053,-0.011,-0.114,-0.025,0.229,0.225,0.277
1988,7,20,0.278,0.358,0.586,0.618,1.433,1.304,1.268,1.713,0.637,-0.02,-0.151,-0.213,-0.205,-0.121,0.138,0.232,0.295
1988,7,21,0.175,0.39,1.001,1.145,2.283,2.213,2.006,1.937,0.802,0.057,-0.096,0.054,-0.043,-0.035,0.255,0.127,0.162
1988,7,22,0.475,0.525,1.087,1.205,2.47,2.435,2.049,1.918,0.778,-0.048,-0.154,0.073,0.106,0.366,0.303,0.182,0.266
1988,7,23,0.632,0.802,1.466,1.499,2.611,2.116,1.427,1.168,0.499,0.152,0.121,0.073,0.011,0.123,0.33,0.328,0.478
1988,7,24,0.7,0.763,1.108,0.764,1.039,-0.062,0.302,0.461,0.365,0.375,0.214,0.137,0.015,0.182,0.337,0.356,0.57
1988,7,25,0.834,0.904,1.24,1.046,1.507,0.603,0.527,0.762,0.54,0.392,0.084,0.193,0.246,0.46,0.684,0.559,0.722
1988,7,26,0.411,0.475,0.764,0.558,1.449,1.012,0.929,1.242,0.917,0.649,0.393,0.569,0.608,0.578,0.558,0.419,0.54
1988,7,27,-0.203,-0.095,0.445,0.657,1.858,1.382,1.227,1.127,0.67,-0.4,-0.204,-0.123,0.03,0.122,0.258,0.154,0.274
1988,7,28,0.317,0.443,0.822,0.613,1.655,1.16,1.454,2.15,2.159,0.98,0.536,0.186,0.129,0.048,0.24,0.204,0.133
1988,7,29,0.855,0.899,1.208,0.898,1.907,1.516,1.661,2.334,2.577,1.763,1.407,0.99,0.419,0.118,-0.013,0.084,-0.005
1988,7,30,0.578,0.701,1.302,0.996,2.169,1.863,1.739,2.207,1.636,0.902,0.641,0.328,0.209,0.07,-0.093,0.035,-0.112
1988,7,31,0.307,0.178,0.327,0.022,0.854,0.567,0.463,0.681,0.216,0.111,0.041,-0.013,0.111,-0.018,-0.127,0.132,-0.101
1988,8,1,0.346,0.375,0.704,0.929,2.36,2.338,1.748,1.818,0.744,0.163,-0.322,-0.437,-0.242,-0.02,0.066,0.247,0.238
1988,8,2,0.237,0.442,1.023,1.148,2.675,2.144,1.797,1.661,0.345,-0.133,-0.308,-0.073,0.126,0.26,0.324,0.453,0.382
1988,8,3,0.38,0.351,0.72,0.564,1.215,0.583,0.465,0.64,-0.203,-0.39,-0.45,0.02,0.157,0.365,0.339,0.448,0.453
1988,8,4,0.812,0.809,1.283,0.776,1.18,0.575,0.434,0.755,0.164,-0.002,-0.139,0.206,0.205,0.402,0.447,0.476,0.585
1988,8,5,0.22,0.096,0.346,0.288,0.61,0.22,0.127,0.515,0.096,-0.041,-0.147,0.151,0.134,0.371,0.485,0.724,0.776
1988,8,6,0.075,0.037,0.375,0.359,0.833,0.565,0.387,0.446,-0.33,-0.622,-0.635,-0.114,-0.006,0.383,0.477,0.821,0.96
1988,8,7,-0.09,-0.074,0.183,0.216,0.807,0.845,1.024,1.479,1.073,0.307,0.062,0.662,0.796,0.616,0.579,0.714,0.643
1988,8,8,0.347,0.251,0.374,0.193,0.449,1.066,1.681,2.703,2.849,1.696,1.237,1.53,1.379,0.562,0.338,0.192,0.107
1988,8,9,0.305,0.421,0.879,0.833,1.335,1.393,1.188,1.43,1.046,0.496,0.632,0.986,1.078,0.458,0.214,0.206,-0.007
1988,8,10,0.293,0.325,0.84,0.828,1.228,1.213,0.961,1.042,0.405,-0.092,-0.096,0.146,0.215,0.189,0.172,0.123,0.015
1988,8,11,0.196,0.204,0.41,0.236,0.448,0.552,0.396,0.698,0.455,0.06,-0.051,0.135,0.201,0.271,0.079,0.169,-0.024
1988,8,12,0.036,0.157,0.323,0.132,0.36,0.16,-0.058,0.369,0.269,0.504,0.479,0.675,0.569,0.334,0.039,0.276,0.311
1988,8,13,0.241,0.304,0.372,0.101,0.211,0.103,-0.068,0.482,0.696,0.662,0.72,1.158,1.067,0.469,0.299,0.658,0.669
1988,8,14,0.274,0.314,0.514,0.376,0.662,0.731,0.607,1.232,1.553,0.964,0.698,1.447,1.568,1.059,0.734,1.095,1.244
1988,8,15,0.231,0.201,0.3,0.169,0.37,0.547,0.754,1.716,2.393,1.654,1.351,1.984,2.127,1.222,0.593,1.018,1.207
1988,8,16,-0.027,0.001,0.254,0.16,0.247,0.225,-0.317,0.381,1.037,0.57,0.47,1.068,1.278,0.715,0.28,0.369,0.585
1988,8,17,-0.133,-0.125,0.039,-0.189,-0.117,0.225,-0.093,0.945,1.951,1.059,0.62,0.801,0.884,0.357,0.202,0.414,0.231
1988,8,18,0.327,0.44,0.827,0.856,1.472,2.132,1.769,2.712,3.32,2.3,1.9,1.608,1.094,0.405,0.14,0.185,0.141
1988,8,19,0.51,0.542,1.103,1.134,1.969,2.423,2.054,2.048,1.385,0.568,0.495,0.156,0.491,0.538,0.184,0.241,0.12
1988,8,20,0.498,0.473,1.125,1.445,2.685,2.76,1.978,0.528,-0.388,-0.385,0.054,-0.025,0.306,0.212,0.148,0.241,0.166
1988,8,21,0.227,0.527,1.281,1.367,1.992,1.101,1.083,0.375,-0.265,-0.161,0.073,-0.033,0.199,0.018,-0.019,0.139,0.091
1988,8,22,0.316,0.49,0.97,0.881,1.389,0.427,0.514,0.399,0.243,0.082,0.048,0.026,0.064,-0.001,0.138,0.328,0.247
1988,8,23,0.285,0.316,0.433,0.097,0.227,-0.311,-0.214,-0.25,-0.196,-0.125,-0.235,-0.095,-0.05,-0.014,0.286,0.381,0.37
1988,8,24,0.243,0.054,0.162,-0.023,0.109,-0.118,0.183,0.297,0.413,0.191,0.209,0.479,0.546,0.417,0.381,0.212,0.027
1988,8,25,0.081,0.091,0.377,0.057,0.167,0.022,0.126,0.511,1.031,0.525,0.36,0.669,0.811,0.359,0.21,0.112,-0.056
1988,8,26,0.082,0.157,0.418,0.277,0.52,0.964,1.345,2.187,3.568,2.644,1.451,1.284,0.918,0.109,-0.086,-0.046,-0.201
1988,8,27,0.402,0.505,0.951,0.854,1.477,1.947,2.125,2.388,2.36,1.429,1.021,0.808,0.518,-0.013,-0.102,-0.087,-0.161
1988,8,28,0.299,0.261,0.506,0.243,0.028,-0.193,-0.588,-1.244,-1.041,-0.714,-0.091,0.115,0.414,0.182,0.215,0.314,0.156
1988,8,29,0.064,0.267,0.555,0.672,0.791,0.992,0.621,0.209,0.166,-0.352,-0.27,0.154,0.507,0.749,0.535,0.509,0.439
1988,8,30,0.224,0.421,0.843,1.17,2.314,3.459,3.136,3.02,2.967,1.514,0.449,0.276,0.109,0.471,0.494,0.532,0.453
1988,8,31,0.508,0.677,1.127,1.031,1.653,2.105,2.055,1.964,2.148,1.072,0.287,0.264,0.078,0.165,0.328,0.439,0.352
1988,9,1,0.351,0.42,0.816,0.598,0.793,0.397,0.163,0.283,0.491,0.247,0.218,0.244,0.328,0.164,0.347,0.203,0.375
1988,9,2,0.301,0.227,0.258,0.006,0.116,0.097,0.287,0.448,0.285,0.159,0.345,0.445,0.279,0.177,0.289,0.345,0.417
1988,9,3,0.217,0.186,0.22,0.156,0.34,0.452,0.466,1.067,1.634,1.213,1.31,1.323,1.11,0.612,0.24,0.191,0.2
1988,9,4,0.418,0.442,0.689,0.376,0.764,0.884,1.073,1.789,1.989,0.997,1.212,0.971,1.039,0.55,0.232,0.117,0.022
1988,9,5,0.413,0.519,0.496,0.222,0.408,0.182,0.657,1.44,1.519,0.859,0.892,0.193,0.645,0.251,0.033,-0.038,-0.027
1988,9,6,-0.016,0.088,0.249,0.293,0.693,0.683,1.015,1.44,1.985,1.316,1.138,0.45,0.7,0.275,0.14,0.14,0.056
1988,9,7,0.132,0.22,0.608,0.773,1.743,2.375,2.36,2.031,1.585,0.754,0.665,0.329,0.635,0.284,0.038,0.002,0.102
1988,9,8,0.41,0.617,1.082,0.869,1.649,1.197,1.424,1.028,0.352,0.048,-0.021,-0.415,-0.199,-0.038,0.098,0.183,0.295
1988,9,9,0.663,0.446,0.6,0.48,0.756,0.859,0.85,0.919,0.442,0.013,0.21,-0.009,-0.026,0.263,0.353,0.288,0.509
1988,9,10,0.068,0.126,0.338,0.271,1.146,1.884,2.083,2.264,1.749,0.427,0.323,0.369,0.251,0.368,0.466,0.551,0.739
1988,9,11,0.229,0.335,0.636,0.77,1.506,0.917,1.07,0.926,0.121,-0.155,0.043,-0.053,-0.175,0.063,0.049,0.189,0.306
1988,9,12,0.148,0.236,0.765,0.647,1.174,0.71,0.719,0.542,-0.296,-0.493,-0.383,-0.454,-0.472,-0.185,-0.061,-0.04,-0.005
1988,9,13,0.213,0.184,0.537,0.331,0.835,0.53,0.228,0.39,-0.214,-0.382,0.082,0.052,0.22,0.317,0.012,-0.108,-0.017
1988,9,14,0.191,-0.003,0.118,-0.095,-0.255,-0.752,-0.655,-0.472,-0.505,-0.504,-0.016,0.005,0.324,0.435,0.132,0.119,0.264
1988,9,15,0.334,0.163,0.384,0.278,0.35,0.409,0.791,1.219,1.241,0.31,0.226,0.14,0.433,0.392,0.241,0.299,0.386
1988,9,16,0.537,0.496,0.794,0.815,1.731,2.6,2.557,3.238,3.738,1.868,0.867,0.386,0.488,0.532,0.261,0.324,0.472
1988,9,17,0.62,0.4,0.55,0.411,1.074,1.681,1.859,2.789,3.471,2.099,1.269,0.99,0.739,0.549,0.235,0.266,0.412
1988,9,18,-0.166,-0.048,0.445,0.334,0.777,0.907,0.972,1.846,2.112,1.521,0.991,0.576,0.507,0.429,0.076,0.107,0.202
1988,9,19,0.053,0.086,0.217,-0.045,0.051,-0.225,-0.144,0.443,1.299,1.178,0.886,0.424,0.352,0.168,0.048,-0.026,0.065
1988,9,20,0.126,0.26,0.476,0.311,0.787,0.997,0.678,1.607,2.491,1.559,0.636,0.299,0.468,0.288,0.136,-0.111,0.008
1988,9,21,0.441,0.593,0.978,0.89,1.402,1.492,1.072,1.015,0.417,0.192,-0.027,-0.165,-0.214,-0.292,0.063,-0.251,-0.013
1988,9,22,0.392,0.401,0.731,0.652,1.245,0.932,1.004,0.906,0.251,0.116,0.215,0.343,0.247,-0.055,0.078,-0.025,0.057
1988,9,23,-0.08,-0.043,0.03,-0.012,0.231,0.644,0.618,0.72,0.368,0.276,0.416,0.506,0.268,0.011,-0.001,-0.076,0.061
1988,9,24,0.008,0.22,0.494,0.427,0.594,0.722,0.405,0.138,-0.427,-0.472,-0.295,-0.339,-0.31,-0.154,-0.136,-0.021,0.222
1988,9,25,-0.077,-0.371,-1.134,-1.004,-1.035,-0.646,-0.592,-0.247,0.084,0.246,0.251,0.35,0.169,0.191,0.111,0.062,0.297
1988,9,26,-0.414,-0.146,0.187,0.065,0.05,-0.342,-0.7,0.359,1.411,1.308,1.498,2.009,1.403,0.762,0.22,0.227,0.411
1988,9,27,-0.086,0.085,0.136,0.065,0.227,-0.087,-0.345,0.422,0.748,0.511,1.231,1.803,1.688,0.546,0.117,0.169,0.324
1988,9,28,-0.404,-0.038,0.283,0.213,0.603,1.019,0.998,1.591,1.352,0.58,0.835,0.75,1.07,0.464,0.24,0.181,0.184
1988,9,29,-0.054,0.118,0.572,0.418,0.859,1.289,0.957,1.188,1.5,0.745,1.083,0.529,0.999,0.649,0.371,0.109,0.151
1988,9,30,0.468,0.595,0.982,0.566,0.483,0.436,-0.064,0.31,0.534,0.276,0.741,0.209,0.741,0.651,0.407,0.21,0.158
1988,10,1,0.116,0.186,0.227,-0.187,-0.772,-1.224,-1.543,-1.262,-0.67,-0.221,0.146,-0.142,0.354,0.485,0.398,0.073,0.131
1988,10,2,-0.09,-0.097,0.153,0.047,-0.071,0.189,0.17,0.474,0.61,0.341,0.506,0.295,0.898,0.772,0.367,0.308,0.567
1988,10,3,0.01,0.161,0.287,0.075,0.028,0.026,-0.632,0.065,0.253,0.071,0.658,0.519,0.744,0.431,0.428,0.314,0.4
1988,10,4,-0.273,-0.15,0.08,-0.033,0.187,0.608,0.213,0.708,0.39,-0.261,0.293,0.352,0.725,0.631,0.373,0.207,0.329
1988,10,5,0.112,0.185,0.387,0.072,0.199,0.301,-0.332,0.444,0.272,-0.182,0.065,-0.044,0.192,0.476,0.108,0.142,0.23
1988,10,6,0.439,0.443,0.571,0.144,0.038,-0.167,-0.505,0.265,0.081,-0.216,-0.012,0.05,0.389,0.36,0.167,0.283,0.4
1988,10,7,0.247,0.19,0.166,-0.084,-0.093,0.052,-0.14,0.481,-0.14,-0.222,-0.372,-0.046,-0.024,-0.002,0.253,0.444,0.329
1988,10,8,0.048,0.243,0.342,0.177,0.326,0.637,0.509,1.186,0.955,0.287,-0.145,-0.05,-0.042,-0,0.351,0.448,0.403
1988,10,9,-0.041,0.169,0.342,0.246,0.569,1.011,0.829,1.641,1.633,0.961,0.498,0.894,0.775,0.477,0.369,0.281,0.148
1988,10,10,-0.072,0.017,0.115,-0.072,-0.044,0.214,-0.15,0.54,0.733,0.329,0.854,1.972,1.98,1.278,0.468,0.113,0.203
1988,10,11,-0.07,0.208,0.213,-0.003,0.042,0.18,-0.189,0.474,0.234,-0.123,0.485,1.462,1.661,1.105,0.691,0.304,0.418
1988,10,12,-0.351,-0.155,-0.205,-0.39,-0.53,-0.514,-0.763,0.416,0.214,-0.086,0.28,0.556,0.679,0.444,0.471,0.212,0.289
1988,10,13,-0.239,-0.302,-0.282,-0.485,-0.458,-0.627,-1.798,-1.424,-1.181,-1.01,-0.641,-0.467,-0.119,-0.117,0.092,0.08,0.059
1988,10,14,-0.196,-0.254,-0.102,-0.157,0.036,0.03,-0.385,-0.116,-0.572,-0.341,-0.021,-0.012,0.158,0.221,0.288,0.32,0.114
1988,10,15,-0.223,-0.144,-0.218,-0.079,0.211,0.018,0.127,1.219,1.121,0.451,0.903,0.663,0.792,0.646,0.246,0.392,0.191
1988,10,16,0.025,0.062,0.052,-0.06,0.099,0.079,0.265,1.447,1.374,0.497,0.533,-0.146,-0.157,0.025,-0.013,-0.021,-0.134
1988,10,17,0.191,0.482,0.737,0.561,0.808,0.442,0.228,0.597,0.009,-0.253,0.395,0.096,0.339,0.27,0.091,0.127,0.036
1988,10,18,0.051,0.114,0.165,0.121,0.413,0.335,0.431,1.049,0.945,0.373,0.34,-0.004,0.083,0.015,0.067,-0.034,-0.136
1988,10,19,-0.212,-0.013,0.064,-0.045,0.479,0.51,0.747,1.54,2.17,1.545,1.224,0.701,0.397,0.232,0.122,-0.096,-0.02
1988,10,20,0.151,0.363,0.685,0.756,1.563,1.681,1.805,2.204,2.363,1.385,1.337,1.015,0.554,0.297,0.081,-0.051,0.143
1988,10,21,0.144,0.095,0.379,0.253,0.661,0.606,0.554,0.822,0.872,0.47,0.65,0.357,0.282,0.291,0.178,0.129,0.276
1988,10,22,0.109,0.233,0.384,0.322,0.55,0.273,0.177,0.829,1.152,0.961,1.194,1,1.077,0.617,0.335,0.318,0.444
1988,10,23,0.038,0.232,0.56,0.698,1.376,0.808,0.774,0.95,0.771,0.343,0.429,0.227,0.451,0.204,0.152,0.154,0.273
1988,10,24,0.088,0.354,0.792,0.91,1.596,1.287,1.137,0.746,0.253,0.13,0.099,-0.164,0.108,0.088,0.17,0.135,0.283
1988,10,25,0.214,0.457,0.914,0.843,1.517,1.534,1.493,1.009,0.609,0.38,0.103,-0.075,0.127,0.002,0.261,0.325,0.381
1988,10,26,1.094,0.906,1.274,1.145,1.68,1.619,1.515,1.039,0.674,0.261,0.027,0.026,0.129,0.013,0.259,0.402,0.669
1988,10,27,0.318,0.372,0.803,0.685,1.153,0.919,0.595,0.494,0.158,0.209,0.005,0.162,0.273,0.127,0.183,0.216,0.192
1988,10,28,-0.002,-0.019,0.111,-0.015,0.09,0.193,-0.007,-0.012,0.041,0.085,-0.147,0.062,0.121,0.098,0.061,0.039,-0.007
1988,10,29,-0.59,-0.516,-0.332,-0.331,-0.266,0.113,0.017,-0.005,-0.127,-0.129,-0.247,-0.015,0.192,0.187,0.24,0.162,0.171
1988,10,30,-0.298,-0.389,-0.287,-0.185,0.05,0.272,0.144,0.232,0.131,0.179,0.064,0.707,0.764,0.417,0.279,0.24,0.392
1988,10,31,-0.23,-0.144,0.033,-0.011,0.377,0.614,0.513,0.779,0.958,0.852,0.434,0.444,0.339,0.101,0.107,0.012,0.208
1988,11,1,-0.611,-0.697,-0.658,-0.635,-0.441,-0.308,-0.877,-0.27,0.045,0.007,-0.07,0.235,0.177,0.186,0.328,0.138,0.352
1988,11,2,-1.975,-2.438,-2.628,-2.572,-2.676,-2.643,-2.763,-1.143,-0.289,0.072,0.002,0.386,0.297,0.525,0.515,0.506,0.919
1988,11,3,-0.455,-0.098,-0.314,-0.903,-0.381,-0.343,-0.142,0.326,0.326,-0.239,-0.53,0.022,0.256,0.731,0.553,0.56,0.912
1988,11,4,-0.177,0.154,-0.078,-0.194,0.361,0.367,0.133,0.237,-0.036,-0.101,0.006,0.34,0.368,0.551,0.126,-0.15,0.101
1988,11,5,-1.395,-1.194,-1.461,-1.196,-1.146,-1.21,-1.01,-0.402,-0.228,-0.216,0.025,0.168,0.046,0.077,0.02,-0.096,0.023
1988,11,6,0.649,0.598,0.232,0.249,0.796,0.703,0.571,0.961,1.392,1.372,1.253,1.661,1.398,0.993,0.284,0.099,0.043
1988,11,7,-0.655,-0.024,-0.109,-0.184,0.188,0.414,0.76,1.544,2.323,1.247,0.98,1.214,0.612,0.424,0.043,-0.114,0.097
1988,11,8,0.124,0.212,-0.189,-0.263,0.177,0.26,0.149,0.503,0.41,-0.086,0.447,0.741,1.022,0.626,0.102,0.1,0.359
1988,11,9,-1.544,-0.585,-1.32,-1.625,-1.652,-1.893,-2.072,-1.654,-0.647,-0.456,-0.187,-0.247,0.038,0.183,0.26,0.071,0.449
1988,11,10,0.121,0.276,-0.01,-0.091,0.271,0.231,0.151,0.487,0.283,-0.205,-0.135,-0.166,-0.135,0.074,0.274,0.404,0.86
1988,11,11,-1.098,-0.822,-0.875,-0.721,-0.368,-0.432,-0.341,0.184,0.274,0.206,0.366,0.685,1.002,0.838,0.427,0.298,0.91
1988,11,12,0.309,0.415,-0.198,-0.305,-0.171,-0.387,-0.291,0.087,0.336,0.2,0.101,0.499,0.653,0.569,0.384,0.134,0.812
1988,11,13,-0.165,-0.024,-0.114,-0.075,0.006,-0.161,-0.709,0.035,0.577,0.241,-0.12,0.193,-0.011,0.02,0.083,-0.047,0.442
1988,11,14,0.091,0.161,0.063,0.203,0.663,0.692,0.494,0.938,0.932,0.741,0.542,0.818,1.031,1.622,0.976,0.34,0.915
1988,11,15,-0.132,-0.054,-0.299,-0.336,-0.156,-0.201,-0.188,0.25,0.059,0.041,0.089,0.642,0.781,1.138,0.801,0.462,0.989
1988,11,16,0.105,0.203,0.094,0.086,-0.082,-0.119,-0.23,0.498,0.043,-0.054,-0.297,0.051,0.088,0.159,0.046,-0.049,0.483
1988,11,17,1.796,1.534,1.519,1.056,1.463,1.652,1.388,1.89,1.792,1.574,1.154,1.502,1.722,1.549,1.012,0.753,1.428
1988,11,18,-0.153,-0.2,-0.037,0.003,0.336,0.524,0.435,1.18,1.73,1.741,1.603,1.934,1.781,1.754,2.045,1.829,2.282
1988,11,19,-1.212,-0.969,-0.972,-0.849,-0.806,-0.486,-0.185,0.57,0.866,0.266,0.397,0.472,0.52,0.191,0.016,-0.181,0.231
1988,11,20,-0.087,-0.065,-0.54,-0.542,-0.114,-0.063,-0.108,0.11,-0.23,-0.211,-0.04,-0.146,0.475,0.026,-0.061,-0.172,0.527
1988,11,21,-1.439,-1.036,-1.551,-1.258,-1.397,-2.061,-2.47,-1.316,-0.532,-0.254,-0.065,-0.123,0.283,-0.052,-0.066,-0.252,0.39
1988,11,22,-2.037,-1.597,-2.743,-2.159,-1.987,-2.205,-2.109,-0.598,-0.141,-0.305,-0.301,-0.238,0.109,0.135,0.057,-0.129,0.369
1988,11,23,-0.004,0.364,-0.097,0.079,0.535,0.399,0.705,1.031,1.002,0.929,0.613,0.725,0.772,0.549,0.268,0.059,0.763
1988,11,24,0.071,0.21,-0.377,-0.685,-1.124,-1.32,-1.563,-0.391,-0.586,-0.521,-0.309,0.215,0.702,1.101,0.953,0.569,1.024
1988,11,25,0.614,0.586,0.428,0.381,0.85,0.962,0.365,0.832,0.738,0.562,0.246,0.324,0.393,0.376,0.169,-0.008,0.817
1988,11,26,0.339,0.374,0.56,0.269,0.431,0.459,0.236,0.549,0.362,0.405,0.454,1.089,1.208,0.868,0.671,0.421,0.774
1988,11,27,-0.813,-0.573,-0.865,-0.614,-0.42,-0.073,-0.24,0.231,0.113,0.199,0.182,0.4,0.44,0.02,-0.063,-0.115,0.163
1988,11,28,0.778,0.514,0.684,0.306,0.832,1.181,1.168,1.85,1.447,0.926,0.825,0.974,1.39,0.711,-0.08,0.021,0.3
1988,11,29,-0.017,0.031,0.366,0.26,0.623,0.82,0.745,1.182,0.887,0.339,0.106,-0.261,0.077,-0.007,-0.251,-0.146,0.039
1988,11,30,0.107,-0.055,0.14,-0.169,-0.098,-0.138,-0.138,0.105,-0.239,-0.459,-0.206,-0.446,-0.231,-0.259,-0.349,-0.083,0.004
1988,12,1,-0.8,-0.72,-0.653,-0.505,-0.422,-0.631,-0.739,-0.41,-0.555,-0.022,0.016,-0.074,0.076,-0.214,-0.165,-0.268,0.062
1988,12,2,0.211,0.282,0.248,0.043,-0.086,-0.314,-0.601,-0.3,-0.822,-0.585,-0.548,-0.664,-0.605,-0.375,-0.165,-0.158,0.152
1988,12,3,-0.263,-0.101,-0.011,-0.13,0.239,0.332,-0.381,-0.158,-0.461,-0.308,-0.212,-0.255,-0.247,-0.051,-0.096,-0.135,0.461
1988,12,4,-0.049,-0.07,0.134,-0.007,0.341,0.588,0.388,0.787,0.574,0.296,0.179,0.505,0.397,0.171,0.278,-0.01,0.551
1988,12,5,-0.109,-0.314,-0.351,-0.284,0.099,0.209,0.044,0.453,0.331,0.088,0.37,0.78,0.913,0.611,0.404,0.387,0.753
1988,12,6,-0.494,-0.105,-0.349,-0.431,-0.084,-0.183,-0.394,0.156,0.294,0.201,0.64,0.796,1.025,0.658,0.177,-0.073,0.482
1988,12,7,0.161,0.425,0.368,0.163,0.625,1,1.377,1.931,2.683,2.559,2.432,2.22,1.622,0.93,0.556,0.084,0.587
1988,12,8,0.119,0.214,0.506,0.317,1.133,1.563,1.584,1.986,1.729,0.417,0.619,-0.167,0.19,-0.282,0.996,0.866,1.373
