#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2018 03 03 17 40 261  2.5 999 99.0 9999
2018 03 03 17 50 284  3.0 258 11.9 1718
2018 03 03 18 00 307  4.3 999 99.0 9999
2018 03 03 18 10 327  3.2 999 99.0 9999
2018 03 03 18 20 314  2.6 999 99.0 9999
2018 03 03 18 30 309  1.6 999 99.0 9999
2018 03 03 18 40 306  1.3 999 99.0 9999
2018 03 03 18 50 292  0.5 309  6.1 1758
2018 03 03 19 00 194  0.2 999 99.0 9999
2018 03 03 19 10 112  0.4 999 99.0 9999
2018 03 03 19 20 234  0.4 999 99.0 9999
2018 03 03 19 30 257  0.9 999 99.0 9999
2018 03 03 19 40 257  1.8 999 99.0 9999
2018 03 03 19 50 240  1.9 269  3.6 1939
2018 03 03 20 00 229  2.2 999 99.0 9999
2018 03 03 20 10 216  1.6 999 99.0 9999
2018 03 03 20 20 159  1.5 999 99.0 9999
2018 03 03 20 30 148  2.1 999 99.0 9999
2018 03 03 20 40 150  2.2 999 99.0 9999
2018 03 03 20 50 190  2.8 141  4.3 2043
2018 03 03 21 00 222  3.4 999 99.0 9999
2018 03 03 21 10 228  3.7 999 99.0 9999
2018 03 03 21 20 233  3.9 999 99.0 9999
2018 03 03 21 30 226  3.8 999 99.0 9999
2018 03 03 21 40 249  4.4 999 99.0 9999
2018 03 03 21 50 284  6.8 278 10.0 2146
2018 03 03 22 00 254  5.5 999 99.0 9999
2018 03 03 22 10 228  3.4 999 99.0 9999
2018 03 03 22 20 228  2.9 999 99.0 9999
2018 03 03 22 30 239  2.8 999 99.0 9999
2018 03 03 22 40 239  2.8 999 99.0 9999
2018 03 03 22 50 253  2.6 260  8.6 2152
2018 03 03 23 00 246  2.6 999 99.0 9999
2018 03 03 23 10 293  4.4 999 99.0 9999
2018 03 03 23 20 291  2.7 999 99.0 9999
2018 03 03 23 30 252  2.3 999 99.0 9999
2018 03 03 23 40 250  2.1 999 99.0 9999
